customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Cuentas_diarias,gasto_total_mensual
2969-WGHQO,0,Female,0,1,1,7,1,0,DSL,1,1,1,0,1,0,One year,0,Electronic check,69.45,477.05,2.315,68.15
2971-SGAFL,0,Female,0,0,0,13,1,1,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,78.75,995.35,2.625,76.56538461538462
2972-YDYUW,0,Female,0,0,0,57,1,1,Fiber optic,0,1,0,1,0,1,One year,0,Electronic check,94.7,5468.95,3.1566666666666667,95.94649122807017
2974-GGUXS,0,Female,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),91.95,3301.05,3.065,91.69583333333334
2977-CEBSX,0,Female,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.05,5965.95,3.0016666666666665,90.39318181818182
2978-XXSOG,0,Female,0,0,0,22,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,59.05,1253.5,1.9683333333333333,56.97727272727273
2979-SXESE,1,Female,0,1,1,17,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,0,Electronic check,94.4,1607.2,3.146666666666667,94.54117647058824
2982-IHMFT,1,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,74.45,2.481666666666667,74.45
2982-VPSGI,1,Female,0,1,0,11,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,1078.9,3.1333333333333333,98.08181818181819
2983-ZANRP,1,Female,0,1,1,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.55,145.4,2.4516666666666667,72.7
2984-AFWNC,0,Female,0,0,0,3,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,95.4,293.15,3.18,97.71666666666665
2984-MIIZL,1,Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),74.8,321.9,2.493333333333333,80.475
2984-RGEYA,0,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1375.4,0.6583333333333333,19.933333333333334
2984-TBYKU,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Credit card (automatic),104.9,7732.65,3.496666666666667,107.39791666666666
2985-FMWYF,0,Female,0,0,0,23,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.5,2341.55,3.1166666666666667,101.80652173913045
2985-JUUBZ,0,Male,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,2.485,75.39375
2987-BJXIK,0,Female,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Two year,0,Mailed check,84.7,5991.05,2.8233333333333333,85.58642857142857
2988-GBIVW,0,Female,1,1,0,70,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.85,6470.1,3.0283333333333333,92.43
2988-PLAHS,0,Female,0,0,0,3,1,0,DSL,0,0,1,0,1,1,One year,1,Electronic check,69.95,220.45,2.3316666666666666,73.48333333333333
2988-QRAJY,0,Male,0,0,0,69,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),110.05,7430.75,3.6683333333333334,107.69202898550725
2990-HWIML,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,573.3,2.9833333333333334,95.55
2990-IAJSV,0,Male,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6632.75,3.066666666666667,92.12152777777777
2990-OGYTD,0,Female,0,1,0,67,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.15,5883.85,2.871666666666667,87.81865671641792
2995-UPRYS,1,Female,1,1,0,40,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),99.2,4062.2,3.3066666666666666,101.55499999999999
2995-YWTCD,0,Female,0,1,1,19,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.9,467.7,0.83,24.61578947368421
2996-XAUVF,0,Male,0,0,0,70,0,0,DSL,0,0,0,1,0,1,Two year,1,Mailed check,40.05,2799.75,1.335,39.996428571428574
2999-AANRQ,0,Female,0,0,0,21,1,0,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),71.05,1524.85,2.368333333333333,72.61190476190475
3001-CBHLQ,1,Male,1,1,0,32,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.9,3351.55,3.496666666666667,104.7359375
3001-UNBTL,0,Male,1,1,1,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,103.95,2964.8,3.4650000000000003,102.2344827586207
3002-WQZWT,0,Female,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,1993.25,2.4733333333333336,68.73275862068965
3003-CMDUU,0,Female,0,1,0,25,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.15,2395.7,3.171666666666667,95.82799999999999
3005-NFMTA,1,Male,1,0,0,55,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,98.8,5617.75,3.2933333333333334,102.14090909090909
3005-TYFRD,0,Female,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),103.65,5676.65,3.455,103.21181818181817
3006-XIMLN,1,Female,0,0,1,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.2,193.8,3.14,96.9
3007-FDPEA,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.7,39.85,0.69,19.925
3009-JWMPU,1,Male,0,0,0,62,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,96.75,6125.4,3.225,98.79677419354839
3011-WQKSZ,0,Male,0,0,1,19,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.0,377.55,0.6666666666666666,19.871052631578948
3012-VFFMN,0,Female,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,158.95,0.6883333333333332,22.707142857142856
3014-WJKSM,0,Male,0,1,0,29,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.3,2263.4,2.51,78.04827586206896
3016-KSVCP,0,Male,0,1,0,29,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,33.75,1009.25,1.125,34.80172413793103
3018-TFTSU,1,Male,0,0,0,12,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),81.7,858.6,2.7233333333333336,71.55
3021-VLNRJ,0,Female,0,0,1,50,1,0,DSL,1,0,1,1,1,0,One year,1,Credit card (automatic),70.8,3478.15,2.36,69.563
3022-BEXHZ,0,Male,0,1,1,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.2,7530.8,3.7066666666666666,112.4
3023-GFLBR,1,Female,0,1,1,33,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),86.15,2745.7,2.871666666666667,83.2030303030303
3026-ATZYV,0,Female,0,1,1,37,1,0,DSL,1,1,0,0,1,1,One year,0,Bank transfer (automatic),75.1,2658.8,2.503333333333333,71.85945945945946
3027-YNWZU,0,Female,0,1,0,64,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.0,1584.8,0.8333333333333334,24.7625
3027-ZTDHO,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.9,89.9,2.996666666666667,89.9
3030-YDNRM,0,Male,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,572.45,2.4949999999999997,71.55625
3030-YZADT,1,Male,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.95,431.0,1.4983333333333335,47.888888888888886
3030-ZKIWL,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.6683333333333333,20.05
3034-ZBEQN,1,Female,0,1,0,48,0,0,DSL,0,1,1,0,0,0,One year,0,Mailed check,34.7,1604.5,1.1566666666666667,33.427083333333336
3038-PQIUY,0,Female,0,0,0,38,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),66.15,2522.4,2.205,66.37894736842105
3039-MJSLN,0,Male,0,0,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.2,50.6,0.6733333333333333,16.866666666666667
3043-SUDUA,0,Female,0,0,0,32,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,601.55,0.6633333333333333,18.7984375
3043-TYBNO,0,Male,0,0,0,3,1,0,DSL,0,0,0,1,0,1,Month-to-month,0,Mailed check,60.65,196.9,2.0216666666666665,65.63333333333334
3045-XETSH,1,Female,0,0,0,10,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.85,953.45,3.1616666666666666,95.345
3049-NDXFL,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Mailed check,85.8,85.8,2.86,85.8
3049-SOLAY,1,Female,0,1,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.2,292.85,3.1733333333333333,97.61666666666667
3050-GBUSH,0,Female,0,0,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),34.8,113.95,1.16,37.983333333333334
3050-RLLXC,0,Female,0,1,1,56,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),81.25,4620.4,2.7083333333333335,82.50714285714285
3055-MJDSB,0,Male,0,0,0,9,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.6,190.1,0.8200000000000001,21.12222222222222
3055-OYMSE,0,Female,1,0,0,53,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),73.8,4003.85,2.46,75.5443396226415
3055-VTCGS,0,Female,0,0,0,63,1,0,DSL,0,0,1,0,0,1,One year,0,Credit card (automatic),58.55,3503.5,1.9516666666666667,55.611111111111114
3057-VJJQE,0,Male,0,0,0,35,1,1,DSL,1,0,0,0,0,0,Two year,0,Mailed check,55.25,1924.1,1.8416666666666666,54.97428571428571
3058-HJCUY,1,Male,0,1,1,41,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,102.6,4213.35,3.42,102.76463414634148
3058-WQDRE,0,Male,0,0,0,13,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.15,331.85,0.8383333333333333,25.52692307692308
3059-NGMXB,0,Male,0,1,1,14,1,1,DSL,1,1,0,0,0,1,Month-to-month,0,Mailed check,69.2,944.65,2.3066666666666666,67.475
3061-BCKYI,0,Male,0,0,0,14,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,283.75,0.6633333333333333,20.267857142857142
3062-ICYZQ,0,Female,0,1,1,51,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,93.8,4539.35,3.1266666666666665,89.00686274509805
3063-QFSZL,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.4,55.4,1.8466666666666667,55.4
3066-RRJIO,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.95,69.95,2.3316666666666666,69.95
3067-SVMTC,0,Female,0,1,0,68,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),55.9,3848.8,1.8633333333333333,56.6
3068-OMWZA,1,Male,1,0,0,1,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.8,88.8,2.96,88.8
3069-SSVSN,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,One year,0,Mailed check,25.85,25.85,0.8616666666666667,25.85
3070-BDOQC,0,Female,0,0,0,60,1,0,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.65,5941.05,3.3216666666666668,99.0175
3070-DVEYC,1,Male,1,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,73.75,545.15,2.4583333333333335,77.87857142857142
3070-FNFZQ,0,Female,0,1,1,23,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.4,478.75,0.6799999999999999,20.815217391304348
3071-MVJCD,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),82.3,5815.15,2.743333333333333,80.76597222222222
3071-VBYPO,0,Male,0,1,1,3,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Electronic check,89.85,248.4,2.9949999999999997,82.8
3074-GQWYX,1,Male,0,0,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.9,357.75,2.5300000000000002,71.55
3077-RSNTJ,0,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,113.5,0.6566666666666666,18.916666666666668
3078-ZKNTS,0,Female,0,1,1,13,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.75,246.7,0.6583333333333333,18.976923076923075
3079-BCHLN,0,Male,0,1,0,47,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.9,942.95,0.6633333333333333,20.06276595744681
3082-VQXNH,0,Male,0,1,0,3,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),29.8,94.4,0.9933333333333334,31.46666666666667
3082-WQRVY,0,Male,1,1,0,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,228.65,0.6549999999999999,16.33214285714286
3082-YVEKW,0,Female,0,1,1,23,1,1,DSL,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),77.15,1759.4,2.5716666666666668,76.49565217391304
3084-DOWLE,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6474.4,3.066666666666667,89.92222222222222
3085-QUOZK,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.95,43.95,1.465,43.95
3086-RUCRN,0,Female,0,0,0,66,1,1,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),103.1,6595.0,3.4366666666666665,99.92424242424242
3088-FVYWK,0,Male,0,1,1,53,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.55,1336.1,0.8516666666666667,25.20943396226415
3088-LHEFH,0,Female,0,0,0,11,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.0,929.3,2.6333333333333333,84.48181818181818
3090-HAWSU,1,Male,0,0,0,61,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),111.6,6876.05,3.7199999999999998,112.72213114754099
3090-LETTY,0,Male,0,0,1,2,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),60.95,134.6,2.0316666666666667,67.3
3090-QFUVD,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.3,20.3,0.6766666666666666,20.3
3091-FYHKI,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.45,35.45,1.1816666666666669,35.45
3092-IGHWF,1,Male,0,1,1,67,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,87.4,5918.8,2.9133333333333336,88.34029850746269
3094-JOJAI,0,Male,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,74.15,1387.0,2.4716666666666667,77.05555555555556
3096-GKWEB,0,Male,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,1691.9,3.158333333333333,93.99444444444445
3096-IZETN,1,Female,0,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),78.1,947.3,2.603333333333333,78.94166666666666
3096-JRDSO,1,Female,1,1,0,27,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,3.4766666666666666,106.21296296296296
3096-WPXBT,0,Female,0,1,1,61,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Credit card (automatic),100.7,6018.65,3.356666666666667,98.66639344262295
3096-YXENJ,0,Female,0,1,0,65,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),107.65,7082.85,3.5883333333333334,108.96692307692308
3097-FQTVJ,0,Female,0,0,0,41,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,810.3,0.6666666666666666,19.76341463414634
3097-IDVPU,0,Male,0,1,1,19,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),50.1,910.45,1.6700000000000002,47.91842105263158
3097-NNSPB,1,Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.05,91.1,1.635,45.55
3097-NQYSN,1,Male,1,1,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,86.85,156.35,2.895,78.175
3097-PYWXL,0,Female,0,1,1,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.95,82.9,0.6649999999999999,20.725
3099-OONVS,0,Male,0,1,1,25,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.3,1296.8,1.8099999999999998,51.872
3104-OWCGK,1,Male,0,1,1,60,1,0,Fiber optic,0,1,1,0,1,0,One year,0,Electronic check,90.95,5453.4,3.0316666666666667,90.89
3106-ULWFW,1,Female,0,1,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.2,627.4,2.8400000000000003,78.425
3108-PCCGG,0,Male,1,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),84.45,5899.85,2.815,81.94236111111111
3113-IWHLC,0,Male,0,0,0,5,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,55.8,274.35,1.8599999999999999,54.870000000000005
3115-CZMZD,0,Male,0,0,1,0,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,0.0,0.675,0.0
3115-JPJDD,0,Female,0,1,0,59,1,0,Fiber optic,1,0,1,0,0,0,One year,1,Credit card (automatic),81.25,4639.45,2.7083333333333335,78.63474576271186
3118-UHVVQ,0,Female,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.8,1911.5,0.86,28.110294117647058
3120-FAZKD,0,Male,0,1,1,54,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.05,1230.9,0.8016666666666666,22.794444444444448
3125-RAHBV,0,Male,0,0,0,22,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.3,467.15,0.6766666666666666,21.23409090909091
3126-WQMGH,0,Female,0,1,0,49,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),52.15,2583.75,1.7383333333333333,52.72959183673469
3128-YOVTD,0,Female,0,1,1,51,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.15,4018.55,2.6383333333333336,78.79509803921569
3129-AAQOU,0,Female,0,1,1,19,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.6,485.9,0.8533333333333334,25.573684210526313
3130-ICDUP,0,Female,0,0,1,2,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),80.55,188.1,2.685,94.05
3131-NWVFJ,0,Female,0,1,1,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.55,294.5,0.6516666666666667,21.035714285714285
3132-TVFDZ,1,Male,1,1,0,57,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.85,2572.95,1.495,45.13947368421052
3133-PZNSR,0,Male,0,1,1,72,1,1,Fiber optic,1,1,0,1,0,1,Two year,1,Credit card (automatic),97.75,6991.6,3.2583333333333333,97.10555555555555
3134-DSHVC,0,Female,0,0,0,63,1,1,Fiber optic,1,1,1,0,1,0,Two year,0,Credit card (automatic),98.0,6218.45,3.2666666666666666,98.70555555555555
3137-LUPIX,0,Female,0,0,0,4,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,64.4,253.0,2.146666666666667,63.25
3137-NYQQI,0,Male,0,1,0,17,1,0,DSL,1,1,0,0,0,1,One year,0,Mailed check,64.8,1175.6,2.1599999999999997,69.15294117647058
3138-BKYAV,1,Male,0,0,0,6,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,85.35,489.45,2.8449999999999998,81.575
3143-ILDAL,1,Male,0,0,0,56,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Electronic check,94.45,5124.6,3.1483333333333334,91.51071428571429
3143-JQEGI,1,Female,0,1,1,13,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,88.35,1222.8,2.945,94.06153846153846
3144-AUDBS,1,Female,0,1,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.15,270.8,1.6383333333333332,45.13333333333333
3144-KMTWZ,0,Male,0,1,0,71,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),93.25,6669.45,3.1083333333333334,93.93591549295775
3146-JTQHR,0,Male,0,1,0,10,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.6,189.45,0.6533333333333334,18.945
3146-MSEGF,0,Female,1,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.05,6425.65,2.935,89.24513888888889
3148-AOIQT,0,Female,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.95,1718.35,0.8316666666666667,24.903623188405795
3148-BLQJT,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.1,20.1,0.67,20.1
3154-CFSZG,0,Male,0,1,1,47,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,0,Electronic check,90.05,4137.2,3.0016666666666665,88.02553191489362
3154-HMWUU,0,Male,0,1,0,60,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.5,1198.8,0.6833333333333333,19.98
3156-QLHBO,0,Male,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,48.35,0.6416666666666667,24.175
3158-MOERK,1,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.0,174.8,3.2,87.4
3160-TYXLT,0,Male,0,0,0,53,0,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,1.5433333333333332,48.053773584905656
3161-GETRM,0,Male,0,1,1,34,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.05,3097.0,3.0016666666666665,91.08823529411765
3161-ONRWK,0,Male,0,1,1,60,1,0,DSL,1,1,1,1,0,0,One year,1,Bank transfer (automatic),65.85,3928.3,2.195,65.47166666666666
3162-KKZXO,0,Female,1,0,0,55,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,100.15,5409.75,3.3383333333333334,98.35909090909091
3162-ZJZFU,0,Male,0,1,1,53,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,92.55,4779.45,3.085,90.17830188679245
3164-AALRN,1,Male,0,0,0,5,1,0,DSL,0,0,1,0,1,1,One year,1,Mailed check,70.0,347.4,2.3333333333333335,69.47999999999999
3164-YAXFY,0,Male,0,0,0,57,0,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,53.75,3196.0,1.7916666666666667,56.07017543859649
3165-HDOEW,1,Male,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,45.85,1.5283333333333333,45.85
3166-PNEOF,0,Female,0,0,0,61,1,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),86.45,5175.3,2.881666666666667,84.84098360655739
3167-SNQPL,0,Male,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,3.371666666666667,98.46973684210526
3170-GWYKC,0,Female,0,0,0,60,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,3.4983333333333335,103.94583333333334
3170-NMYVV,0,Female,0,1,1,50,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.15,930.9,0.6716666666666666,18.618
3173-NVMPX,0,Female,0,1,1,9,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,55.3,501.2,1.8433333333333333,55.68888888888889
3173-WSSUE,0,Female,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,1415.85,0.6566666666666666,19.941549295774646
3174-AKMAS,0,Female,0,1,0,46,1,0,DSL,0,1,0,1,1,0,Two year,1,Credit card (automatic),64.2,3009.5,2.14,65.42391304347827
3174-RKMOW,0,Male,0,1,1,35,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,109.95,3782.4,3.665,108.06857142857143
3177-LASXD,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,71.35,71.35,2.378333333333333,71.35
3178-CIFOT,0,Female,0,0,0,23,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),19.65,478.1,0.6549999999999999,20.786956521739132
3178-FESZO,1,Female,0,0,0,1,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),100.25,100.25,3.341666666666667,100.25
3179-GBRWV,0,Male,1,1,0,21,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,2.165,63.8
3181-MIZBN,0,Male,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,313.4,0.6583333333333333,19.5875
3181-VTHOE,0,Male,0,1,0,70,0,0,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),51.05,3635.15,1.7016666666666667,51.93071428571429
3186-AJIEK,0,Male,0,0,0,66,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),105.65,6844.5,3.521666666666667,103.70454545454545
3186-BAXNB,1,Female,0,0,0,1,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Electronic check,91.7,91.7,3.0566666666666666,91.7
3190-FZATL,0,Male,0,0,1,14,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,268.4,0.6649999999999999,19.17142857142857
3190-ITQXP,0,Female,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.25,890.35,0.675,19.355434782608697
3190-XFANI,1,Male,0,0,1,49,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Bank transfer (automatic),100.6,5069.65,3.353333333333333,103.46224489795918
3191-CSNMG,0,Female,0,1,1,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.7,239.45,2.69,79.81666666666666
3192-LNKRK,0,Male,0,1,1,34,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Mailed check,84.05,2909.95,2.8016666666666667,85.58676470588235
